id,track_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5q05ASaAfGr2MZ3dQGL78o,"Saving Grace - Live at the Warfield Theatre, San Francisco, CA - November 6, 1979","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.566,0.254,0,-19.016,1,0.0345,0.539,0.0027,0.986,0.347,124.942,4
35vrh1Gul0zEq0kXkKRc69,"Blessed Is the Name - Live at the Civic Auditorium, Santa Monica, CA - November 20, 1979","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.584,0.765,4,-12.242,1,0.0549,0.219,9.1e-06,0.824,0.903,135.548,4
3UiJQfjzYIbGg5XqWNFX0F,"Solid Rock - Live at the Spectrum, Philadelphia, PA - October 23, 1981","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.356,0.53,2,-11.893,1,0.0898,0.0596,3.67e-06,0.764,0.493,150.705,4
29mZFN5W6b4JcyID4evIAA,"Are You Ready? - Live at Kleinhans Music Hall, Buffalo, NY - April 30, 1980","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.474,0.647,5,-14.771,1,0.0437,0.162,0.0,0.905,0.531,115.188,3
1jWf0efdfXqBiItKM6AqJ7,"Pressing On - Live at the Warfield Theatre, San Francisco, CA - November 6, 1979","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.392,0.174,10,-17.6,1,0.0526,0.731,1.3e-06,0.983,0.25,133.687,4
1LQtlOC2wmRei7zSvg3cKF,"Shot of Love - Live at Palace des Sports, Avignon, France - July 25, 1981","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.443,0.674,6,-12.983,0,0.0445,0.208,0.0,0.726,0.614,99.078,4
3vkpTVWiur8vT5B7AomV6C,"Dead Man, Dead Man - Live at Stade Municipal des Minimes, Toulouse, France - June 21, 1981","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.504,0.733,4,-14.368,0,0.0561,0.178,0.000141,0.904,0.451,97.692,4
3W2OcQiNUFPtkffvDIJ4rW,"Watered-Down Love - Live at Pine Knob Music Theatre, Clarkston, MI - June 12, 1981","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.539,0.565,10,-14.441,1,0.042,0.358,0.000191,0.713,0.765,94.4,4
5OdEZ680OPthspKOEqauLV,"In the Summertime - Live at the Orpheum Theatre, Boston, MA - October 21, 1981","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.365,0.49,9,-14.344,1,0.0358,0.49,0.0,0.441,0.658,138.214,4
53vGRdnuQ6hbb95N3zNmur,"The Groom's Still Waiting at the Altar - Live at the Warfield Theatre, San Francisco, CA - November 13, 1979","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.424,0.71,9,-12.293,1,0.0449,0.695,0.0,0.935,0.539,123.847,3
4M8vuvlAoJHt1XdQ2jPmjG,"Caribbean Wind - Live at the Warfield Theatre, San Francisco, CA - November 12, 1979","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.573,0.56,7,-14.363,1,0.0692,0.362,0.0,0.728,0.485,138.652,4
00t1X0BWWQfW6zEDUYrN7a,"Every Grain of Sand - Live at Civic Center Theatre, Lakeland, FL - November 21, 1981","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.47,0.32,10,-18.573,1,0.0337,0.389,0.0,0.977,0.516,135.051,4
0k0bit59t7uIypxrAUlxcR,Slow Train - Soundcheck,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.492,0.377,5,-13.816,1,0.033,0.158,3.2e-05,0.122,0.654,126.283,4
1CKsPv8fNuCTvpcY7Pmk4n,Do Right to Me Baby (Do Unto Others) - Soundcheck,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.673,0.667,2,-14.695,1,0.0323,0.0472,2.14e-05,0.0364,0.616,94.049,4
7yEHOrz5VuefuCxoq19WK7,Help Me Understand - Soundcheck,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.56,0.401,0,-13.523,1,0.0447,0.152,0.0,0.106,0.584,127.951,3
5TLVrPMbCqjHtLPBTdiE3Q,Gonna Change My Way of Thinking - Rehearsal with horns,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.841,0.542,9,-11.578,0,0.0619,0.389,2.48e-05,0.116,0.962,115.238,4
4BG5r0b0N1S81Pqbl99CR8,Gotta Serve Somebody - Take 1,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.731,0.563,2,-14.066,1,0.0425,0.248,6.53e-06,0.124,0.897,99.662,4
6oaq5PH0jXnvRQpur1k1uS,When He Returns - Take 2,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.592,0.11,8,-18.343,1,0.0438,0.773,1.39e-06,0.0867,0.415,127.711,4
6yHLuPZYvxwliI4dB5cPoV,"Ain't No Man Righteous, No Not One - Take 6","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.657,0.525,10,-13.248,1,0.0412,0.514,0.000568,0.154,0.851,116.106,4
1mrhfqdg7o6liB76bD8zwF,Trouble In Mind - Take 1,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.645,0.38,4,-13.727,0,0.0444,0.482,5.04e-06,0.166,0.458,92.995,4
7yg4GGDXl2pQpqDJHPd7Ld,Ye Shall Be Changed - Studio Outtake - 1979,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.685,0.477,3,-15.89,1,0.054,0.00248,0.0,0.213,0.875,134.137,4
4T0wNGGZeC0mOaj6xCk18G,Covenant Woman - Take 3,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.621,0.355,7,-16.536,0,0.0393,0.576,3.9e-05,0.107,0.48,135.946,4
30mjhJockQvNYxtBc5Yrck,Stand by Faith - Rehearsal,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.593,0.0809,4,-15.889,1,0.0455,0.702,0.0,0.16,0.528,102.808,4
41lQ6I0giyHjofsOgy7OqN,"I Will Love Him - Live Apr. 19, 1980","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.429,0.692,1,-14.031,1,0.0509,0.103,0.0,0.989,0.55,128.947,4
2CwVWO0y729HN867N0QiwS,"Jesus Is the One - Live July 17, 1981","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.687,0.846,4,-12.498,0,0.041,0.268,4.89e-05,0.77,0.629,120.477,4
7Llh50BdodCQZezDJ9oRpG,"City of Gold - Live Nov. 22, 1980","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.423,0.229,0,-15.71,1,0.0369,0.758,0.0,0.182,0.428,114.838,3
0iMvFYSZY3EDBRCPGcvFga,"Thief on the Cross - Live Nov. 10, 1981","Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.619,0.863,9,-12.301,1,0.0402,0.00406,2.59e-05,0.784,0.762,120.782,4
5NMuZMChEABhmVLgfh2DOp,Pressing On - Take 1,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.402,0.391,10,-13.648,1,0.0378,0.629,0.000122,0.107,0.292,112.027,1
5jF9Rv9ZxM8Fw9XxurZHJO,Slow Train - Rehearsal with horns,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.497,0.577,9,-11.882,0,0.104,0.28,1.04e-06,0.272,0.783,168.798,4
6EA2Ymz2oCauWvQsKxLv60,Gotta Serve Somebody - Rehearsal with horns,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.647,0.702,2,-11.613,1,0.0577,0.17,3.12e-06,0.164,0.676,92.324,4
6bNV0lfg7bFjU0lqzI7s7h,Making a Liar Out of Me - Rehearsal,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.453,0.406,2,-11.475,1,0.0352,0.227,1.17e-06,0.151,0.43,129.154,4
2hlNjK13G16vRGOMJ7uAVh,Yonder Comes Sin - Rehearsal,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.527,0.72,3,-11.654,1,0.0424,0.0336,7.83e-05,0.0589,0.764,140.806,4
1JY6lypRA5qFfpNiTLcwLN,I Guess I'll Have to Change My Plans,Triplicate,0.68,0.281,8,-9.643,1,0.0431,0.743,3.32e-05,0.0812,0.671,107.788,4
73cpIphzt3WhIHRnpoCDaU,September of My Years,Triplicate,0.337,0.158,9,-14.07,1,0.0321,0.948,0.0238,0.111,0.0513,125.832,4
4kRh9lyQMQyg0MK1kzKAzN,I Could Have Told You,Triplicate,0.34,0.226,8,-12.007,1,0.0301,0.903,0.000158,0.124,0.223,139.28,3
5x04dQRCdcASTXwIC4ddhF,Once Upon a Time,Triplicate,0.327,0.177,9,-12.74,1,0.0283,0.929,0.00336,0.127,0.0901,90.244,1
7KpwbgdjAq1oiA3QXj64hV,Stormy Weather,Triplicate,0.228,0.191,5,-13.153,1,0.0339,0.882,0.00102,0.109,0.195,180.768,3
5LNKfS9oTKG0663dK6NY6c,This Nearly Was Mine,Triplicate,0.299,0.179,1,-12.007,1,0.0282,0.924,0.00021,0.113,0.0685,87.459,3
0TznbCrfkeLUFpWG5Oylm2,That Old Feeling,Triplicate,0.379,0.213,1,-12.463,1,0.0296,0.931,0.00549,0.132,0.131,138.046,4
0CMKcjzyY9vl2vFkRMNu68,It Gets Lonely Early,Triplicate,0.293,0.197,2,-13.041,1,0.0294,0.923,6.81e-05,0.114,0.133,139.072,4
3dqlPmzHRBcAbnjUj89CT8,My One and Only Love,Triplicate,0.372,0.194,0,-13.378,1,0.0303,0.918,1.22e-05,0.111,0.238,126.861,4
3C1HHYmuLv5p2FAC93uZVc,Trade Winds,Triplicate,0.65,0.359,1,-12.101,1,0.0319,0.833,0.00137,0.128,0.427,125.923,4
6fUqUozweme7iFemQ3YD1t,Braggin',Triplicate,0.73,0.487,5,-8.512,1,0.0472,0.774,0.0,0.0827,0.629,124.183,4
0kjqjcqVA3UEJnyg3VzrWi,As Time Goes By,Triplicate,0.391,0.238,10,-11.33,1,0.0312,0.939,4.21e-06,0.118,0.0834,129.01,4
5bwWByDZMmbQCc7ilCjKhZ,Imagination,Triplicate,0.732,0.338,1,-10.781,1,0.031,0.889,0.00105,0.208,0.613,114.048,4
7dRHPWQlMbbpPwq5wN6LI8,How Deep is the Ocean,Triplicate,0.347,0.152,0,-13.231,1,0.0317,0.917,0.00169,0.112,0.0714,127.681,4
4ls2OUhACz4psRFNfmrKym,P.S. I Love You,Triplicate,0.446,0.179,1,-12.771,1,0.0308,0.935,3.38e-05,0.104,0.134,129.889,4
0S4RzZLUMSt1MjB94MxWqp,The Best Is Yet to Come,Triplicate,0.602,0.471,8,-8.891,1,0.0436,0.815,0.0,0.0976,0.426,117.322,3
2L436wphs3yXqQOpxIwitw,But Beautiful,Triplicate,0.318,0.2,3,-12.999,1,0.0325,0.959,0.000806,0.109,0.0772,76.027,4
65X6E4VlZZCtFbiOggERcD,Here's That Rainy Day,Triplicate,0.235,0.105,4,-14.138,0,0.0309,0.969,0.0151,0.11,0.06,66.743,4
2yzjNgBPrQEW3HmTmxQzT4,Where Is the One,Triplicate,0.419,0.174,2,-13.457,1,0.0269,0.954,0.00021,0.105,0.0874,82.135,4
6OwmxcxlraKhUXofqQwgNK,There's a Flaw in My Flue,Triplicate,0.394,0.132,3,-14.145,1,0.0316,0.976,0.00295,0.108,0.0955,121.853,4
01I24UAstOKFTQbVuYUB0Y,"Day In, Day Out",Triplicate,0.626,0.516,7,-7.168,0,0.0315,0.786,7.53e-06,0.103,0.606,73.331,4
0up9WtHOxMyA7unVHqmZX1,I Couldn't Sleep a Wink Last Night,Triplicate,0.401,0.249,8,-11.778,1,0.0319,0.941,0.000419,0.108,0.104,122.889,4
0kSTfcoPCpp5xHQ2JszYiR,Sentimental Journey,Triplicate,0.279,0.238,0,-11.543,1,0.0333,0.924,0.00557,0.109,0.242,178.916,3
4i8yFWCgT18eJNZ3QJIlRR,Somewhere Along the Way,Triplicate,0.378,0.235,2,-12.283,1,0.0297,0.917,0.000269,0.102,0.143,114.163,4
4G9rkIuXHkfpw1HNf9FFUp,When the World Was Young,Triplicate,0.365,0.207,2,-11.57,1,0.0298,0.922,7.85e-06,0.117,0.0969,107.984,3
5FDOTdQBckcFKwsxBL7caA,These Foolish Things,Triplicate,0.389,0.232,7,-12.949,1,0.0296,0.934,0.000157,0.107,0.0711,108.305,4
6g0FhRlDo5MJBBeTg2Vb8l,You Go to My Head,Triplicate,0.347,0.196,2,-12.977,0,0.0308,0.909,0.000356,0.124,0.0732,135.875,4
6ojEUoH25vyIrV8umcw5vG,Stardust,Triplicate,0.592,0.273,1,-12.563,1,0.0263,0.945,0.00979,0.112,0.356,96.995,4
36Afr0wqImzJ5e30iLwAMH,It's Funny to Everyone but Me,Triplicate,0.531,0.317,0,-12.482,1,0.031,0.923,0.000112,0.113,0.295,100.094,4
5xNh6fboPSE1g83CxODvF5,Why Was I Born,Triplicate,0.29,0.227,10,-12.803,1,0.0283,0.937,0.00415,0.107,0.246,79.264,4
5R9QON4GhmDQqFfcXIhuwz,Young At Heart,Fallen Angels,0.534,0.0578,8,-21.867,1,0.0389,0.86,0.0,0.125,0.303,83.342,4
2qcAT5CwDXl6X3nev36Gvt,Maybe You'll Be There,Fallen Angels,0.352,0.0501,0,-21.793,1,0.0357,0.849,6.24e-06,0.108,0.156,118.23,4
0CBKejeCG6Hc8A7DhHGDdm,Polka Dots And Moonbeams,Fallen Angels,0.538,0.0844,2,-22.481,1,0.0328,0.639,3.92e-05,0.191,0.329,76.31,4
5DRh1dAC2UzYXVQIL8vj4p,All The Way,Fallen Angels,0.412,0.0368,0,-22.668,1,0.0301,0.896,1.54e-06,0.108,0.222,69.25,4
5YmWQhZxDC5T9UYVI63LCK,Skylark,Fallen Angels,0.392,0.121,2,-19.926,1,0.0358,0.819,5.09e-05,0.106,0.391,92.493,4
4xc119RGAmh26rLAvNJB8V,Nevertheless,Fallen Angels,0.545,0.0655,10,-22.747,0,0.0349,0.874,1.11e-06,0.105,0.204,65.296,4
2tZWLhhm0uLUIRj08RpdXL,All or Nothing at All,Fallen Angels,0.68,0.0923,2,-22.239,0,0.0387,0.899,0.0,0.156,0.299,117.614,4
2oVgQ84CTZ3XvIJ24y8Lln,On a Little Street in Singapore,Fallen Angels,0.553,0.0589,5,-22.762,1,0.03,0.896,0.000135,0.104,0.433,97.186,4
63rpWH4fcjeZFKiGJcMR80,It Had to be You,Fallen Angels,0.481,0.0382,10,-22.016,1,0.0399,0.935,1.85e-06,0.111,0.179,65.349,4
6efaMrdCksqImu2Bf6FqkX,Melancholy Mood,Fallen Angels,0.647,0.0932,0,-21.932,0,0.0443,0.87,1.47e-05,0.118,0.443,100.283,4
2yEGnVnk7gaJ96ryDOkcEY,That Old Black Magic,Fallen Angels,0.723,0.289,0,-20.219,1,0.0974,0.592,0.0,0.182,0.607,117.968,4
0zkxGw6Pqb0wefc24mXQRq,Come Rain or Come Shine,Fallen Angels,0.368,0.0553,6,-22.16,0,0.0391,0.93,0.0,0.121,0.268,172.192,3
6PQ30208LWUAx5R5cYeIJ6,I'm A Fool To Want You,Shadows in the Night,0.359,0.0333,2,-22.313,0,0.0312,0.847,1.41e-05,0.115,0.11,130.995,4
39yGuVuxqQk0cqezpj4s7C,The Night We Called It A Day,Shadows in the Night,0.305,0.0413,4,-22.544,1,0.0334,0.882,2.79e-05,0.11,0.197,147.243,4
1g8SAhlSBYxRcP5boyr4r9,Stay with Me,Shadows in the Night,0.263,0.0369,8,-20.637,1,0.031,0.875,4.8e-06,0.102,0.13,84.023,4
3tKCYhzgnMEExDtetcZknP,Autumn Leaves,Shadows in the Night,0.268,0.0239,2,-25.643,0,0.04,0.911,0.00898,0.0852,0.0672,127.185,4
3l1m2yjkCeV2kFwznL3W78,Why Try to Change Me Now,Shadows in the Night,0.228,0.0606,3,-22.777,1,0.0458,0.881,4.37e-05,0.111,0.156,56.343,4
4RKkYBpfzwdUecdC1XxUvs,Some Enchanted Evening,Shadows in the Night,0.421,0.0255,11,-24.102,1,0.0327,0.909,4.07e-06,0.104,0.302,79.72,4
69D9nydAqGyu7l10RyheyU,Full Moon and Empty Arms,Shadows in the Night,0.288,0.034,9,-22.391,1,0.036,0.885,0.000136,0.108,0.155,148.406,4
76aZ9AdCrzeQk87TMyIlpP,Where Are You?,Shadows in the Night,0.269,0.0267,4,-21.851,1,0.0323,0.906,7.25e-06,0.219,0.183,145.328,4
5pWyOsWnOrSfDzNqCqBzOY,What'll I Do,Shadows in the Night,0.23,0.0362,10,-24.148,1,0.0343,0.942,0.000355,0.106,0.132,80.03,4
2eATt7RUpMbE1oGi8y1c6n,That Lucky Old Sun,Shadows in the Night,0.324,0.0423,0,-22.358,1,0.035,0.792,0.000106,0.114,0.137,127.572,4
0StiknGweFT10ugHYFyOd3,Went to See the Gypsy - Demo,"Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.521,0.309,9,-10.612,0,0.0316,0.908,3.56e-06,0.155,0.297,84.633,4
6JfJlH84wad9oQny2OdjCj,"Little Sadie - Without Overdubs, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.716,0.406,2,-8.501,1,0.0304,0.913,0.0,0.185,0.802,106.844,1
1cSS9lKgxIVo2Tj5Oh735D,"Pretty Saro - Unreleased from ""Self Portrait"" Sessions","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.574,0.142,7,-11.818,1,0.0306,0.948,0.00129,0.11,0.453,100.745,4
3xQd3eOTz3R9grDiAmMV0d,"Alberta #3 - Alternate Version, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.494,0.535,7,-9.124,1,0.0324,0.594,0.0113,0.108,0.477,111.625,4
15sHXEkOMnbcMjW0Gohl1t,"Spanish Is the Loving Tongue - Unreleased, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.555,0.209,1,-13.705,1,0.0336,0.977,0.000606,0.106,0.302,126.459,4
2oGXbxg0ZapA8fwRU9rveo,"Annie's Going to Sing Her Song - Unreleased, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.578,0.208,7,-12.369,1,0.0462,0.964,1.77e-06,0.167,0.372,118.378,4
4O3W8sVhPc74j3DoIve58n,"Time Passes Slowly #1 - Alternate Version, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.559,0.433,11,-9.752,1,0.0545,0.723,0.0,0.122,0.656,145.86,3
1bxpsh58EQ8KC5VPTPUsIr,"Only a Hobo - Unreleased, Greatest Hits II","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.605,0.258,7,-9.515,1,0.032,0.794,0.0,0.13,0.323,148.934,3
6bZyfCMcD3exKkTgmLcW50,"Minstrel Boy - Unreleased, The Basement Tapes","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.593,0.143,5,-11.42,1,0.0413,0.947,0.0,0.138,0.599,80.381,4
2p7glvcMd7yk2UOIiNlMPv,I Threw It All Away - Take 1,"Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.524,0.418,0,-9.63,1,0.0292,0.635,0.0892,0.197,0.414,72.926,4
5WGO1Jhnh1UkrHRT3Syiaa,"Railroad Bill - Unreleased, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.484,0.45,0,-7.848,1,0.0294,0.812,0.00829,0.396,0.446,109.422,4
0JvzIsdEbDYkiaEPutTgVc,"Thirsty Boots - Unreleased, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.404,0.422,0,-8.63,1,0.0305,0.909,0.000172,0.116,0.513,149.84,4
0xU2MZ5gxGxHkyxvhKvjhm,"This Evening So Soon - Unreleased, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.514,0.375,0,-7.921,1,0.0294,0.807,1.06e-05,0.105,0.515,114.429,4
6aNgxu7DSAOMYNcvg3Hvy5,"These Hands - Unreleased, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.509,0.203,5,-11.061,1,0.0399,0.932,2.39e-05,0.138,0.274,157.975,4
66XdPEWfOnDvEEibgLQcZ1,"In Search of Little Sadie - Without Overdubs, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.565,0.258,2,-7.591,1,0.0522,0.891,0.0,0.108,0.411,85.128,4
23bHzvdWmewbTZXGf0QbfK,"House Carpenter - Unreleased, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.447,0.444,0,-7.353,1,0.03,0.816,0.0,0.231,0.265,155.647,3
4gOOLzF3AkNc9neVsGemxg,"All the Tired Horses - Without Overdubs, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.423,0.125,0,-9.937,1,0.0366,0.976,6.6e-05,0.108,0.511,142.16,4
1QcMkTKUoUqt6Srf4QviUK,"If Not For You - Alternate Version, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.252,0.208,1,-11.974,1,0.0333,0.58,7.51e-05,0.125,0.423,162.47,4
64FSzCRzfSWVHVgC4VELfo,"Wallflower - Alternate Version, 1971","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.41,0.159,2,-9.731,1,0.0294,0.647,0.0,0.112,0.262,147.737,3
2Dcm8UO2OWb0lT54WlIcgi,"Wigwam - Without Overdubs, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.46,0.249,0,-9.78,1,0.0282,0.945,0.331,0.125,0.355,143.906,4
48dZME0N45oe8jccQlTqtf,"Days of '49 - Without Overdubs, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.612,0.392,9,-8.043,0,0.0393,0.872,2.2e-06,0.101,0.512,80.327,4
4pdG92046PYJoFfVpRUHV6,"Working On a Guru - Unreleased, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.506,0.734,5,-7.071,1,0.0758,0.513,0.000502,0.0921,0.583,145.545,4
1ggiG2OJGg6WE1xD2Qa4JP,"Country Pie - Alternate Version, Nashville Skyline","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.679,0.701,11,-7.754,0,0.0497,0.558,0.0186,0.0845,0.822,95.991,4
2dKEjUaS4n7uHC3hX3w4rR,"I'll Be Your Baby Tonight - Live with The Band, Isle Of Wight, 1969","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.592,0.675,5,-8.237,1,0.03,0.611,0.0104,0.674,0.717,124.587,4
3x4cGlLC3ZONBoOYpJvdub,"Highway 61 Revisited - Live with The Band, Isle Of Wight, 1969","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.525,0.835,9,-6.88,1,0.0938,0.657,6.35e-06,0.91,0.879,144.909,4
4LuOktYKQrNFnKf2xi0ABi,"Copper Kettle - Without Overdubs, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.584,0.144,7,-11.787,1,0.0295,0.897,0.0,0.37,0.29,69.15,4
2EHkUuzHxORmYrLjYJ18xE,"Bring Me a Little Water - Unreleased, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.582,0.475,3,-8.5,1,0.0308,0.803,2.69e-06,0.0799,0.457,108.179,3
2m4BM4rWmkFNsenW31Juwj,"Sign On the Window - With Orchestral Overdubs, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.355,0.315,11,-9.376,1,0.0304,0.957,0.0251,0.444,0.269,148.711,4
1BZk5t2r0k2gEUr6V8ByPu,"Tattle O'Day - Unreleased, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.519,0.362,7,-8.666,1,0.0277,0.862,0.0,0.293,0.645,109.138,4
6ynIx4v6UKHG9Is3u7jbOT,"If Dogs Run Free - Alternate Version, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.476,0.326,0,-12.073,1,0.0327,0.654,0.00124,0.0959,0.458,67.824,4
7kDApVN8vpv91NMK0IlMWj,"New Morning - With Horn Section Overdubs, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.548,0.652,2,-7.293,1,0.0352,0.362,0.00133,0.0854,0.828,132.333,4
7eR0NSI5xj3PQ6MhWYb5qU,"Went to See the Gypsy - Alternate Version, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.55,0.0928,6,-12.785,1,0.0465,0.971,0.000239,0.12,0.149,130.682,3
5twc7LoR2k3hcPkTLGqwfI,"Belle Isle - Without Overdubs, Self Portrait","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.566,0.326,5,-9.019,1,0.0454,0.906,0.0,0.0911,0.407,114.667,4
0EsxsrAqYAVjQ6OADH4jOw,"Time Passes Slowly #2 - Alternate Version, New Morning","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.349,0.655,0,-6.414,1,0.0538,0.239,0.00223,0.108,0.6,145.063,3
18JVustCxnaD08wurGxZdT,When I Paint My Masterpiece - Demo,"Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.52,0.25,8,-9.797,1,0.0376,0.931,0.00163,0.127,0.294,140.867,4
0ZfbOow6J5y9xw410dVgOi,"Intro - Live with The Band, Isle Of Wight - Remixed and Remastered 2013","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.293,0.474,0,-17.609,0,0.216,0.629,0.000134,0.653,0.0394,136.587,3
2wbLmCmIwrZFblPnOoYaxX,"She Belongs to Me - Live with The Band, Isle Of Wight - Remixed and Remastered 2013","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.552,0.882,0,-6.742,1,0.0865,0.445,1.85e-05,0.875,0.682,129.319,4
3ijjFKFtdaTCpIPuP6s7oA,"I Threw It All Away - Live with The Band, Isle Of Wight - Remixed and Remastered 2013","Another Self Portrait (1969-1971): The Bootleg Series, Vol. 10 [Deluxe Edition]",0.437,0.517,0,-10.244,1,0.039,0.747,0.0168,0.696,0.519,118.408,4
